Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Predicted_Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
63815,Soap Powder Sanit Surf Lemon And Bicarb Sache,4.06,5.87,1.81,40.42,30.85,164.1,237.31,73.21,4,2025
63832,Pitaya Imported Red Kg,8.52,12.97,4.45,83.25,34.3,709.32,1079.63,370.31,4,2025
63997,Odoriz Glade Aer Fruits And Flowers Offer And,10.63,17.79,7.16,3.5,40.26,37.24,62.34,25.1,4,2025
64058,220V Marsal Light Gamma Dryer,91.98,159.49,67.51,1.26,42.33,116.03,201.2,85.17,4,2025
64069,Fish Fish Of Tilapia Fricenter Band 400,20.2,29.99,9.79,11.95,32.64,241.41,358.39,116.98,4,2025
64102,Soap Powder Sanit Surf Coconut Care Sa,4.01,5.89,1.88,40.77,31.93,163.47,240.16,76.68,4,2025
64103,Soap Powder Surf Roses Flower Lis Sach 800G,4.07,5.88,1.81,38.96,30.79,158.59,229.14,70.55,4,2025
64199,Sapolio Radium Powder Lavender 300G,2.97,5.87,2.9,3.87,49.37,11.51,22.73,11.22,4,2025
64279,Sanitia Brush W/ Sup Colors Wing Bras,4.24,8.08,3.84,6.17,47.5,26.18,49.86,23.68,4,2025
64280,Sponge For Cleaning W/Brightness Brazil Brazil,1.89,3.38,1.49,15.85,44.03,29.96,53.52,23.57,4,2025
64281,Sponge For Wing Brazil Wing Cleaning,1.6,2.63,1.03,36.94,39.27,59.11,97.33,38.22,4,2025
64334,Pullman Bug Graos And 450G Nuts,8.19,13.72,5.53,9.72,40.32,79.57,133.32,53.76,4,2025
64358,Brahma Dp Malte Lt Sleek 350Ml,3.16,3.65,0.49,121.42,13.46,383.7,443.38,59.68,4,2025
64373,Brahma Double Malte Can Brahma 350Ml C,37.9,43.08,5.18,10.52,12.03,398.57,453.08,54.51,4,2025
64476,Pilsen Lata 350Ml Imperio Beer,2.46,2.98,0.52,250.09,17.54,615.22,746.08,130.86,4,2025
64477,Lager Later 350Ml Impery Beer,2.88,3.59,0.71,59.3,19.81,170.77,212.96,42.19,4,2025
64494,Pilsen Lata Imperio Beer 350Ml Cx12X1,29.5,34.69,5.19,82.36,14.95,2429.54,2856.6,427.06,4,2025
64496,Lager Lager Lata 350Ml Cx12X1 Beer,34.55,41.28,6.73,3.43,16.31,118.63,141.75,23.12,4,2025
64522,Baby Catuaba Da Raca With Acai 500Ml,2.63,4.43,1.8,3.17,40.58,8.33,14.03,5.69,4,2025
64524,Soap Powder Brilliant Hyg Tot Sc 800G,7.78,11.69,3.91,16.89,33.43,131.39,197.37,65.98,4,2025
64553,Crem Boua Trad 180G Crem,5.6,9.59,3.99,42.74,41.6,239.35,409.85,170.5,4,2025
64590,Sanit Stone Glade Bosque Pinho 25G 25% D,2.38,4.03,1.65,2.42,40.88,5.77,9.75,3.99,4,2025
64700,Chocolate Rocambole F. Itself Kg,25.98,30.0,4.02,2.72,13.4,70.73,81.68,10.94,4,2025
64745,Beb Cachaca Cabare Amburana 700Ml,25.1,31.22,6.12,1.23,19.6,30.78,38.29,7.5,4,2025
64753,"Sorbet Soul Gelato Acai Truf Piglet 1,",15.25,24.26,9.01,113.79,37.14,1735.33,2760.63,1025.3,4,2025
64859,Baby Banana Banana 900Ml,21.12,37.13,16.01,3.44,43.12,72.75,127.91,55.15,4,2025
64913,Fine Linguiça Fric Frg Tray Kg,11.0,32.99,21.99,45.2,66.66,497.23,1491.38,994.15,4,2025
64914,Linguiça Fine Cold Suin Tray Kg,13.5,30.79,17.29,62.68,56.15,846.18,1929.71,1083.53,4,2025
65032,Sapolio Radium Powder Classic 300G,3.56,6.32,2.76,4.95,43.7,17.63,31.32,13.69,4,2025
65074,Gfa 850G Integral Goianinho Curd,6.68,11.57,4.89,25.06,42.26,167.43,289.97,122.54,4,2025
65167,Desinf Pinho Ype Tradicao 1Lt,6.13,9.75,3.62,5.04,37.12,30.9,49.13,18.24,4,2025
65214,Pilsen Lata 269Ml Beer,2.13,2.79,0.66,16.9,23.76,35.99,47.21,11.22,4,2025
65689,Soap Powder Sanit Omo Lavage Perfume Sanit H,14.85,20.39,5.54,34.77,27.18,516.32,709.04,192.72,4,2025
65690,Soap Powder Omo Lav/Perfume Sani Hygien Green 8,8.33,11.26,2.93,48.88,26.02,407.18,550.4,143.21,4,2025
65876,Extra L.Nec 210Ml Cx06 Coronite Beer,23.97,28.74,4.77,5.31,16.6,127.28,152.61,25.33,4,2025
65886,Baby Cocktail Borote Lime 500Ml,2.74,4.84,2.1,2.09,43.41,5.73,10.12,4.39,4,2025
65898,Long Mineral Water Distance 20L Distance,12.8,19.21,6.41,16.28,33.38,208.45,312.89,104.44,4,2025
65905,Soda Coca Cola S/Cudar,5.82,6.99,1.17,55.38,16.72,322.31,387.02,64.71,4,2025
65906,Soda Coca Cola Original Returned Pete,5.82,6.98,1.16,223.15,16.64,1298.72,1557.97,259.25,4,2025
65908,Vasilhame Returned Pete 2Lt,1.47,1.83,0.36,68.3,19.81,100.4,125.2,24.8,4,2025
65918,Corona Extr L.Neck 330Ml Cx06X1 Beer,34.51,39.99,5.48,6.72,13.7,231.97,268.79,36.82,4,2025
66007,Blood Blood Blood Sadia 56G,0.73,1.24,0.51,411.74,41.14,300.57,510.65,210.08,4,2025
66008,Hamburger Sadia 56G Chicken,0.77,1.24,0.47,62.37,37.87,48.02,77.29,29.27,4,2025
66048,Amb Natural Una Uva 1.5Lt,10.9,14.08,3.18,119.7,22.57,1304.74,1685.05,380.32,4,2025
66049,Natural Ambu Natural One Orange 1.5Lt,10.9,14.19,3.29,26.82,23.18,292.33,380.54,88.21,4,2025
66061,Agua Tonica Anarctica Lt 269Ml,1.91,2.5,0.59,55.11,23.73,105.26,138.01,32.75,4,2025
66067,Soap Powder Sanit Bright Hygien Total Sa,12.74,17.73,4.99,23.41,28.13,298.25,414.99,116.74,4,2025
66122,Goaninho Integral Coalk Copo 160G,2.19,4.05,1.86,16.75,45.89,36.68,67.79,31.11,4,2025
66128,Unit Ype Unit Multipurning Sponge,1.24,2.2,0.96,19.71,43.58,24.44,43.33,18.88,4,2025
66144,Pao Pullman Artesano On The 500G Plate,7.62,12.91,5.29,11.28,40.96,85.94,145.56,59.62,4,2025
66185,Potatoes Packed Kg,2.41,4.98,2.57,34.22,51.65,82.47,170.58,88.1,4,2025
66229,Hot Pocket Sadia Xburguer Mayonnaise,3.99,6.61,2.62,19.52,39.63,77.9,129.03,51.14,4,2025
66296,Multipurpose Tudo Lavender 2Em1 500Ml,1.93,3.39,1.46,37.38,43.01,72.15,126.6,54.45,4,2025
66313,Hot Pocket Sadia X-Cheddar 145G,3.99,6.61,2.62,23.16,39.63,92.41,153.08,60.67,4,2025
66314,Hot Pocket Sadia X-Burg Barbecue 145G,3.99,6.61,2.62,13.35,39.63,53.25,88.2,34.95,4,2025
66318,Heineken Beer Zero Long Neck 330Ml,5.75,6.74,0.99,41.06,14.63,236.08,276.53,40.46,4,2025
66430,Sliced ​​Sliced ​​Bacon Tray Kg,23.14,46.98,23.84,8.3,50.75,192.15,390.16,198.0,4,2025
66447,Creamy Danette Chocolate (Pr,2.33,3.86,1.53,65.97,39.57,153.71,254.36,100.65,4,2025
66469,Ganache Pineapple F.Propria Kg,14.48,49.98,35.5,9.95,71.03,144.08,497.35,353.27,4,2025
66471,Pie Ganache Morg/Lt Ninho F.Propria K,14.48,49.98,35.5,13.87,71.03,200.81,693.15,492.34,4,2025
66472,Pie Ganache Coconut/Lt Nest F.Propria K,14.48,49.98,35.5,6.94,71.03,100.49,346.86,246.37,4,2025
66473,Chantylly Torta Lt/Nest F.Propria Kg,9.42,46.0,36.58,7.57,79.52,71.26,347.97,276.7,4,2025
66475,Chantylly Pie Morg/Lt Nest F.Propria,9.42,46.0,36.58,13.22,79.52,124.5,607.9,483.4,4,2025
66476,Chantylly Abcx/Lt Nest F.Propria K,9.42,46.0,36.58,16.17,79.52,152.31,743.7,591.39,4,2025
66477,Chantylly Coconut/Lt Nest F.Propria K,9.42,46.0,36.58,12.13,79.52,114.28,558.01,443.73,4,2025
66478,Chantylly Choc Pie/Lt Nest F.Propria K,9.42,46.0,36.58,14.86,79.52,139.97,683.47,543.49,4,2025
66496,Soda Coca Cola Original 1Lt,5.1,6.23,1.13,111.69,18.13,569.59,695.73,126.14,4,2025
66498,Overm Lact Goianinho Chocolate 180G,2.32,4.41,2.09,15.95,47.41,37.01,70.37,33.36,4,2025
66528,Ginger Tray Kg,7.59,15.23,7.64,10.83,50.15,82.23,164.96,82.73,4,2025
66740,Sorbet Soul Gelato Acai Guarana 1.5Lt,15.24,24.24,9.0,19.18,37.14,292.33,465.05,172.72,4,2025
66741,Sorbet Soul Gelato Acai Banana 1.5Lt,15.25,24.55,9.3,14.47,37.87,220.71,355.23,134.53,4,2025
66744,White Eggs Loyola Ex Pvc Cart 20X1,13.2,15.34,2.14,186.73,13.94,2464.78,2864.02,399.24,4,2025
66745,Chicon Chic Sliced ​​Tray Kg,27.06,52.84,25.78,7.74,48.79,209.4,408.9,199.5,4,2025
66857,Pao Nutrella Supreme 100% Integral 450,8.97,14.52,5.55,4.37,38.24,39.19,63.46,24.27,4,2025
66948,Chlorine Original Gel Qboa 1Lt,5.12,8.81,3.69,7.64,41.91,39.09,67.3,28.21,4,2025
66962,Piracanjuba Cheese Mozzarella Pd 200G,10.23,15.74,5.51,6.13,34.99,62.76,96.53,33.78,4,2025
66965,Minas Pad Piracanjuba Cheese Pd 200G,11.05,19.17,8.12,5.19,42.37,57.37,99.55,42.18,4,2025
66982,Ion Danone Liquid Vitamin Fruits 850G,10.67,17.79,7.12,3.4,40.02,36.27,60.47,24.2,4,2025
66983,Ion Danone Liquid Strawberry 850G,10.67,16.31,5.64,5.46,34.56,58.31,89.11,30.8,4,2025
66993,Piracanjuba Cheese Parmesao Frac Kg,63.37,105.62,42.25,0.78,40.0,49.64,82.73,33.09,4,2025
67033,Suina Suina Food Leader 600G,10.66,13.96,3.3,12.24,23.64,130.44,170.82,40.38,4,2025
67034,800G Lider Switches,14.19,18.37,4.18,5.16,22.77,73.27,94.87,21.6,4,2025
67096,Alcohol Liquido Sol (46) 500Ml,2.55,4.67,2.12,59.2,45.43,150.97,276.65,125.68,4,2025
67284,Hot Dog Pif Paf Tray Kg Sausage,4.89,17.95,13.06,69.01,72.76,337.46,1238.86,901.39,4,2025
67334,Cucumber Coloniao In Bulk Kg,3.67,6.67,3.0,1.66,45.0,6.1,11.1,4.99,4,2025
67338,Desinf Pinho Ype Lavanda 1Lt,6.13,9.75,3.62,8.0,37.12,49.01,77.94,28.93,4,2025
67433,Bov Hamburguer/Fri Pasteao 56G,0.67,1.11,0.44,84.33,39.57,56.5,93.5,37.0,4,2025
67531,Softener Ype Tenderness Lv2L Pg1.6L,4.61,6.15,1.54,66.5,25.1,306.58,409.32,102.74,4,2025
67589,Wing Drumstick Chicken In Bulk Kg,10.13,12.32,2.19,913.38,17.78,9252.53,11253.38,2000.85,4,2025
67627,Barbecue Cadence Elect Compact 22,3573.35,5002.59,1429.24,1.6,28.57,5712.0,7996.64,2284.64,4,2025
67677,Cheese Piracanjuba Sliced ​​Snack,33.26,52.79,19.53,9.59,37.0,319.0,506.35,187.35,4,2025
67766,Piracanjuba Sneer Snack Plate Cheese,33.26,54.56,21.3,3.09,39.04,102.93,168.84,65.92,4,2025
67852,Mini Chicken Loss Trad 1Kg,12.59,18.69,6.1,40.37,32.65,508.28,754.68,246.4,4,2025
67932,Smoked Bacon Sliced ​​Kg,23.14,40.92,17.78,35.92,43.45,831.11,1469.69,638.58,4,2025
67959,Extra Pvc Cart 20X1 Vitta Eggs,14.57,18.34,3.77,2924.19,20.57,42605.46,53639.0,11033.54,4,2025
68029,Vale Valley Of Site 40G Cheese,3.57,5.95,2.38,103.52,40.0,369.57,615.95,246.38,4,2025
68141,Original Antarctica Beer 269Ml,2.74,3.31,0.57,111.26,17.17,304.85,368.04,63.19,4,2025
68189,Garlic Garlic Traditional 400G,4.78,7.29,2.51,92.22,34.45,440.83,672.51,231.68,4,2025
68209,Fat Vacuo Personall Personal,5.03,7.75,2.72,131.86,35.07,663.27,1021.51,358.24,4,2025
68220,Softener Ype Access 5L Gt 500Ml,12.55,19.14,6.59,37.22,34.42,467.05,712.19,245.13,4,2025
68287,Soap Powder Brilliant Clean Tot150G Sac,12.65,16.46,3.81,71.29,23.14,901.86,1173.38,271.52,4,2025
68308,Pizza Rezende Calabresa 400G,9.1,14.69,5.59,7.9,38.07,71.87,116.04,44.18,4,2025
68432,Red Draft Wine Chopp Campo 500M,5.37,7.3,1.93,6.01,26.4,32.29,43.87,11.58,4,2025
68471,Softener Inf Vida Soft Glic/Chamomile 5,3.22,5.52,2.3,8.02,41.66,25.82,44.26,18.44,4,2025
68482,Red Eggs Vitta Grand Cart Pvc 20X1,17.88,24.99,7.11,53.82,28.45,962.27,1344.89,382.62,4,2025
68490,Pizza Rezende Chicken Corning 400G,9.1,14.69,5.59,5.2,38.07,47.35,76.46,29.11,4,2025
68517,Crystal Mineral Water S/Gas 6Lt,7.72,9.99,2.27,12.32,22.7,95.09,123.01,27.92,4,2025
68673,Bread Calabresa Clove 400G,4.78,6.96,2.18,59.22,31.36,283.06,412.38,129.32,4,2025
68709,Baby Espeed Ypioca Lima-Lemon 1Lt,11.46,15.23,3.77,2.27,24.75,25.99,34.54,8.55,4,2025
68799,Bread Garlic Spicy Cold 400G,4.78,7.84,3.06,53.31,39.04,254.84,418.05,163.21,4,2025
68805,Softener Inf Vida Soft Gli/ Almonds 1,5.93,9.29,3.36,9.85,36.2,58.41,91.55,33.14,4,2025
68882,Softener Ype Intense Lv2L Pg1.6L,4.61,6.53,1.92,470.46,29.36,2168.84,3070.27,901.43,4,2025
68912,Soap Powder Omo Lav Perfumer 1.6Kg Gt150G,14.05,18.23,4.18,98.08,22.95,1377.96,1788.4,410.44,4,2025
69026,Stella Artois One Way 600Ml Beer,8.99,9.89,0.9,12.04,9.1,108.22,119.06,10.83,4,2025
69075,Spaten Munich Beer 350Ml Cx12X1,44.79,52.28,7.49,11.33,14.32,507.68,592.53,84.85,4,2025
69081,Diffuser Adventure Tropical Aromas 250M,6.03,11.44,5.41,2.98,47.27,17.95,34.04,16.09,4,2025
69082,Tropical Bamboo Diffuser Aromas 250Ml,6.03,11.44,5.41,3.04,47.27,18.36,34.82,16.46,4,2025
69085,Tropical Fennel Diffuser Aromas 250M,6.03,11.44,5.41,2.02,47.27,12.18,23.1,10.92,4,2025
69086,Tropical Case Flower Diffuser,6.03,11.44,5.41,3.01,47.27,18.15,34.43,16.27,4,2025
69088,Tropical Cherry Flower Diffuser,6.03,11.44,5.41,3.02,47.27,18.23,34.56,16.34,4,2025
69090,Diffuser Tropical Lavender Aromas 250Ml,6.03,11.44,5.41,11.02,47.27,66.46,126.03,59.58,4,2025
69093,Diffuser Tropical Watermelon Aromas 250Ml,6.03,11.44,5.41,5.11,47.27,30.79,58.38,27.6,4,2025
69094,Tropical Strawberry Diffuser Aromas 250Ml,6.03,11.44,5.41,4.09,47.27,24.67,46.79,22.12,4,2025
69095,Tropical Orchid Diffuser Aromas 250Ml,6.03,11.44,5.41,4.46,47.27,26.88,50.98,24.1,4,2025
69100,Diffuser Tropical Alecrim Dourad,7.67,14.95,7.28,1.41,48.68,10.81,21.06,10.25,4,2025
69101,Diffuser Tropical Bamboo Tropic,7.67,14.95,7.28,1.35,48.68,10.35,20.17,9.82,4,2025
69102,Diffuser Tropical Aromas Campos Lavand,7.68,14.96,7.28,3.12,48.68,23.98,46.72,22.74,4,2025
69103,Spaten Munich Lata 350Ml Beer,3.73,4.43,0.7,95.64,15.71,356.73,423.22,66.49,4,2025
69123,Diffuser Tropical Fleam Flower,7.67,14.95,7.28,2.91,48.68,22.29,43.44,21.15,4,2025
69157,Bread Garlic Bread Our Trad W/Refrigera 400G,4.84,8.07,3.23,14.7,40.04,71.15,118.66,47.51,4,2025
69161,Diffuser Tropical Aromas Orchid Blue 3,7.67,14.95,7.28,2.84,48.68,21.77,42.42,20.65,4,2025
69164,Water To Pass Roup Baby Tropical Aroma,7.54,11.34,3.8,3.0,33.51,22.62,34.02,11.4,4,2025
69167,Odoriz Tropical Orchid Tissues Aromas 5,7.54,14.07,6.53,2.94,46.4,22.19,41.4,19.21,4,2025
69170,Perfume Environment Tropical Bamboo Aromas,6.44,12.31,5.87,1.98,47.68,12.78,24.42,11.64,4,2025
69171,Perfume Environment Flower Alg Tropical Perfumer,6.44,12.31,5.87,3.47,47.68,22.33,42.68,20.35,4,2025
69172,Perfume Environment Flower Cerej Tropical Aro,6.44,12.31,5.87,4.11,47.68,26.49,50.64,24.14,4,2025
69174,Perfume Environment Orchid Tropical Arom,6.44,12.31,5.87,3.54,47.68,22.79,43.56,20.77,4,2025
69264,Incense Nag Champa Tulasi 7 Rods,3.78,7.64,3.86,3.81,50.52,14.39,29.09,14.69,4,2025
69266,Incensario Barufe Regua Indian Madeir,3.43,6.15,2.72,3.15,44.21,10.79,19.34,8.55,4,2025
69267,Incensario Barufe Regua Indian Color,3.75,6.68,2.93,2.83,43.88,10.63,18.93,8.31,4,2025
69268,Goya Mineral Water 1.5Lt,2.29,3.16,0.87,46.26,27.54,105.95,146.21,40.27,4,2025
69446,Baby Espeed Canine Jamel 910Ml Pet,6.93,10.5,3.57,2.57,33.99,17.81,26.98,9.17,4,2025
69607,Soap Barra Ype Fresh 900G,7.85,13.42,5.57,10.02,41.51,78.69,134.54,55.85,4,2025
69609,Soap Barra Ype Flowers Fruits 900G,7.85,13.42,5.57,8.43,41.51,66.19,113.17,46.98,4,2025
69610,Soap Barra Ype Neutral 900G,7.79,9.57,1.78,230.74,18.63,1797.43,2208.96,411.53,4,2025
69612,Soap Barra Ype Coconut Tq Oats 900G,9.45,6.53,-2.92,24.31,-44.75,229.74,158.71,-71.02,4,2025
69616,Stella Artois Long Neck 330Ml Cx Beer,28.75,33.54,4.79,5.8,14.28,166.66,194.42,27.76,4,2025
69620,Provolone Cheese Skewer Delight Kg,43.12,55.23,12.11,2.74,21.93,118.27,151.49,33.22,4,2025
69798,Baby Cinzano Red Rosso 1Lt,25.11,36.68,11.57,1.51,31.54,37.86,55.3,17.44,4,2025
69859,Cerradon 12X1 Hillbilly Eggs,12.72,18.02,5.3,30.1,29.4,382.93,542.4,159.47,4,2025
69890,Super Child Chicken Crych 500G,2.08,3.5,1.42,52.62,40.63,109.45,184.35,74.9,4,2025
69909,Filezinho Sassami Cong Sadia Iqf 1Kg,15.7,22.24,6.54,6.62,29.41,103.97,147.28,43.32,4,2025
69967,More Qbom Softener Tenderness 2L,3.05,4.43,1.38,207.52,31.15,632.94,919.31,286.36,4,2025
69968,More Shaiting Qbom Sheet 2L,3.01,4.4,1.39,43.1,31.61,129.73,189.68,59.96,4,2025
70022,Soap Barra Ype Glic Neutral 180G,1.75,2.87,1.12,127.13,39.0,222.48,364.72,142.24,4,2025
70028,Bread Visconti Trad 400G Form,3.87,5.38,1.51,191.03,28.05,739.29,1027.51,288.22,4,2025
70115,Soap Barra Ype Fresh 180G,1.8,3.34,1.54,17.51,46.16,31.52,58.55,27.03,4,2025
70116,Soap Barra Ype Aloe Vera 180G,1.8,1.03,-0.77,71.89,-74.39,129.4,74.2,-55.2,4,2025
70117,Soap Barra Ype Fl Fruits180G,2.18,3.71,1.53,13.31,41.25,29.01,49.37,20.37,4,2025
70118,Soap Barra Ype Coconut Tq Oats 180G,2.17,3.35,1.18,34.18,35.19,74.17,114.44,40.27,4,2025
70119,Lava Clothes Powder Tixan Ype Softness Ct 400G,3.29,5.2,1.91,42.11,36.68,138.53,218.78,80.25,4,2025
70120,"Washing Clothes Powder Tixan Ype Spring Ct 1,",11.16,15.8,4.64,6.57,29.36,73.32,103.79,30.47,4,2025
70121,Lava Clothes Powder Tixan Ype Maciez Fx 4Kg,22.62,32.22,9.6,18.13,29.79,410.11,584.12,174.01,4,2025
70122,Soap Barra Ype Multiativo 180G,1.8,3.34,1.54,16.23,46.16,29.21,54.26,25.05,4,2025
70180,Middle Wing Kg,14.96,18.56,3.6,192.78,19.38,2883.94,3577.2,693.26,4,2025
70201,Elgin Battery Battery Energy Cr2032 Licto 3,1.59,2.76,1.17,7.15,42.29,11.36,19.69,8.33,4,2025
70226,Chicken Heart Super Chicken 500G,11.0,20.23,9.23,9.48,45.63,104.33,191.89,87.56,4,2025
70244,Baby Country Country Gold 970Ml,6.45,10.5,4.05,6.48,38.55,41.77,67.97,26.2,4,2025
70346,Cappuc Ready 3Choracoes Classic 260Ml,4.58,6.58,2.0,6.8,30.44,31.14,44.77,13.63,4,2025
70347,Cappuc Ready 3Chop Chocolate 260,4.59,6.6,2.01,5.42,30.44,24.86,35.74,10.88,4,2025
70349,Cappuc Ready 3 260Ml Pinge,4.72,6.61,1.89,7.71,28.64,36.39,51.0,14.61,4,2025
70350,Cappuc Ready 3Chorses Power Whey Ca,4.67,6.59,1.92,6.7,29.17,31.3,44.19,12.89,4,2025
70380,Clean Cif Crem Lemon 450Ml,8.86,14.69,5.83,10.78,39.68,95.5,158.32,62.82,4,2025
70438,Copacol Tilapia Fish Posts 800G,16.45,25.5,9.05,8.85,35.5,145.57,225.69,80.12,4,2025
70488,Sponge La De Sto Assolan 45G,0.83,1.85,1.02,797.6,55.05,662.01,1472.77,810.76,4,2025
70490,Lava Clothes Powder Tixan Ype Softness Ct 1.6Kg G,10.28,15.14,4.86,130.7,32.12,1343.59,1979.37,635.77,4,2025
70491,"Washing Clothes Powder Tixan Ype Spring Ct 1,",11.25,16.98,5.73,269.01,33.74,3026.36,4567.39,1541.04,4,2025
70493,Lava Clothes Powder Tixan Ype Softness Fx 1.6Kg,10.36,14.86,4.5,33.61,30.3,348.18,499.53,151.36,4,2025
70494,Lava Clothes Powder Tixan Ype Maciez Ct 800G,6.23,9.52,3.29,59.05,34.57,367.88,562.25,194.37,4,2025
70496,Lava Clothes Powder Tixan Ype Maciez Fx 400G,3.06,5.2,2.14,15.51,41.19,47.45,80.68,33.23,4,2025
70498,Sint Ype Multipurpose Sponge With 3Un,3.03,5.5,2.47,19.81,44.91,60.01,108.93,48.92,4,2025
70553,Soap Powder Tixan Softness Fx 2.4Kg,13.83,20.31,6.48,23.85,31.89,329.81,484.23,154.42,4,2025
70593,Sausage Hot Dog Loss Tray Kg,7.82,13.72,5.9,54.51,43.02,426.26,748.09,321.83,4,2025
70604,Amaciante Mais Qbom Carinho 2L,3.16,4.69,1.53,46.3,32.56,146.32,216.96,70.64,4,2025
70605,More Qbom Child From 2L,3.03,4.46,1.43,39.41,32.04,119.42,175.72,56.3,4,2025
70606,More Softener Qbom Tenderness 5L,7.35,12.08,4.73,40.64,39.15,298.71,490.9,192.19,4,2025
70682,Pizza Brazilian Lost 460G,11.12,17.32,6.2,9.05,35.8,100.6,156.71,56.1,4,2025
70831,Original Antarctica Beer Lt 350Ml,3.74,4.34,0.6,50.13,13.87,187.48,217.67,30.19,4,2025
70832,Original Antarctica Beer Lt 350Ml Cx1,44.9,50.27,5.37,8.05,10.69,361.47,404.74,43.27,4,2025
70979,Baby Cachaca Select 700Ml,27.46,40.38,12.92,1.12,31.99,30.87,45.39,14.52,4,2025
71028,Sponge La De Stock Assolan 10%Des 45G,0.86,1.7,0.84,177.3,49.28,152.48,300.63,148.15,4,2025
71029,Linguiça Fine Suina Cold Package 800G,10.76,18.37,7.61,18.4,41.42,197.96,337.93,139.97,4,2025
71115,Soap Liquido Omo Pure Care Sache 900Ml,8.52,13.96,5.44,4.25,38.95,36.21,59.31,23.1,4,2025
71118,Soap Powder Bright Cleaner Total Sach 800G,7.12,10.53,3.41,19.67,32.37,140.03,207.05,67.02,4,2025
71119,Soap Powder Bright Cui Cuid Total Sach 800G,7.4,11.03,3.63,22.64,32.88,167.55,249.62,82.08,4,2025
71120,Soap Powder Bright Deliccoc Coconut Sach 800G,6.95,11.01,4.06,23.73,36.89,164.92,261.31,96.4,4,2025
71121,Soap Powder Bright Cui Cuid Total Sach 1.6K,12.49,16.69,4.2,48.36,25.15,604.02,806.97,202.95,4,2025
71122,Soap Powder Brilliant Delic Total Coconut Sac,13.85,18.37,4.52,18.57,24.61,257.19,341.14,83.95,4,2025
71123,Soap Liquido Brilliant Lim Tot Sach 900Ml,7.67,11.02,3.35,6.93,30.38,53.15,76.34,23.19,4,2025
71126,Sausage -Breaded Sausage 30G 1Kg,13.37,17.17,3.8,61.93,22.12,827.95,1063.1,235.16,4,2025
71127,Salg Kipao Risole Of Meat 30G 1Kg,13.37,16.62,3.25,26.76,19.55,357.75,444.69,86.94,4,2025
71128,Salg Kipao Risol Of Corn Of 30G 1Kg,13.36,18.45,5.09,6.7,27.6,89.52,123.64,34.13,4,2025
71129,Salg Kipao Mini Drumn Fran W/ Cat 30G 1,13.37,17.28,3.91,25.33,22.62,338.67,437.68,99.0,4,2025
71130,Salg Kipao Mini Kibe With Cheese 30G 1Kg,13.37,17.55,4.18,19.06,23.81,254.8,334.43,79.63,4,2025
71135,Salg Kipao Ball Ham And Cheese 30,13.37,16.95,3.58,26.68,21.14,356.72,452.35,95.63,4,2025
71193,Qualitti Band 1Kg Chest File,14.8,21.56,6.76,73.38,31.34,1086.1,1581.85,495.75,4,2025
71272,Italian Salami Seara Sliced ​​Kg,48.08,56.53,8.45,4.14,14.95,199.01,233.99,34.98,4,2025
71274,Detergent Ype Antibac 500Ml,1.87,3.33,1.46,13.8,43.9,25.8,45.98,20.19,4,2025
71302,Soap Barra Minuano Glycerina 900G,7.14,10.16,3.02,244.07,29.72,1742.63,2479.56,736.93,4,2025
71307,Lava Clothes Powder Tixan Ype Maciez Fx 800G,5.75,8.91,3.16,24.54,35.5,141.11,218.78,77.67,4,2025
71333,Itaipava Beer Zero Alc Ln 330Ml,3.51,3.78,0.27,17.49,7.09,61.37,66.06,4.68,4,2025
71392,Meat Jerked Beef Pa Salg Friboi 500G,15.62,29.03,13.41,8.31,46.2,129.81,241.28,111.47,4,2025
71504,Peta Homemade Traditional Petao 220G,5.81,10.29,4.48,58.27,43.53,338.53,599.48,260.95,4,2025
71531,Water Lebrinha Premium W/Gas 350Ml,1.55,2.49,0.94,13.85,37.75,21.47,34.48,13.02,4,2025
71532,Water Lebrinha Premium S/Gas 350Ml,1.28,1.84,0.56,7.42,30.43,9.5,13.65,4.16,4,2025
71540,Soda Coca Glue Without Sucking Pete 1Lt,5.1,7.37,2.27,66.06,30.82,336.89,486.98,150.09,4,2025
71567,Soda Coca Cola S/Acucar Lt 350Ml Cx06Un,18.66,23.72,5.06,7.67,21.34,143.09,181.91,38.82,4,2025
71604,Qualitti Band 1Kg Chicken Vot,8.27,13.19,4.92,24.35,37.29,201.37,321.11,119.74,4,2025
71661,Iog Chambinho Pouch Strawberry Nestle 10,2.2,3.98,1.78,34.68,44.74,76.31,138.09,61.78,4,2025
71729,Water Tonica Schwepppes,2.96,4.17,1.21,7.48,29.08,22.13,31.21,9.07,4,2025
71773,Packed Green Coconut Unit,3.0,1.2,-1.8,17.24,-149.11,51.71,20.76,-30.95,4,2025
71906,Itaipava Malzbier Ln 330Ml Beer,3.61,3.99,0.38,12.15,9.45,43.85,48.43,4.58,4,2025
71962,Veja Heavy Cleaning Chlorine Ativ X-14 2Em1 1,7.39,11.02,3.63,8.4,32.96,62.08,92.6,30.52,4,2025
71975,Beer Itaipava Malzbier Ln 330Ml Cx06U,21.68,23.94,2.26,2.19,9.45,47.5,52.46,4.96,4,2025
72050,Repellent Repmax Spray 200Ml,9.32,16.13,6.81,4.37,42.23,40.69,70.44,29.75,4,2025
72051,Repellent Repmax Spray 100Ml,7.42,12.46,5.04,4.48,40.46,33.21,55.77,22.57,4,2025
