Code,Description,Unit_Cost,Unit_Price,Amount_Sold,Margin%,MKP%,Total_Cost,Total_Sale
042270,Baby Champ Rain Silver Rose660Ml,8.4,19.99,1.0,36.6,57.74,8.4,19.99
069798,Baby Cinzano Red Rosso 1Lt,25.11,45.99,1.0,31.54,46.08,25.11,45.99
003671,Baby Brandy Sao Joao Bar900Ml,10.59,24.99,3.0,36.01,56.29,31.78,74.97
073880,Domus 900Ml Baby Brand,6.84,16.99,3.0,39.21,64.49,20.53,50.97
007270,Dullon 900Ml Brandy Baby,5.13,12.49,3.0,37.97,61.22,15.4,37.47
006428,Baby Brandy Ginger D And I 900Ml,6.5,15.99,1.0,38.62,62.93,6.5,15.99
003672,Baby Brandy President 900Ml,8.88,17.99,5.0,40.02,66.73,44.38,89.95
063601,Baby Cocktail Blueberry Body 500Ml,2.25,5.99,4.0,43.41,76.7,8.98,23.96
065886,Baby Cocktail Borote Lime 500Ml,2.74,5.99,2.0,43.41,76.7,5.48,11.98
063602,Baby Citle Cootel Passion Fruit 500Ml,2.18,5.99,3.0,45.08,82.07,6.54,17.97
077218,Baby Cocktail Bunch Watermelon 500Ml,2.99,5.99,1.0,45.01,81.85,2.99,5.99
054218,Kiss Manufacturing Itself Kg,12.63,50.0,2.82,38.879999999999995,140.8,35.57,141.0
079746,Hortmix 400G Eggplant,3.56,6.12,16.0,38.879999999999995,97.84,57.0,97.92
024691,Beetraba In Bulk Kg,2.14,3.49,784.97,38.879999999999995,2738.0,1680.05,2739.5453
043005,Kg Packed Beet,2.15,4.32,41.97,38.879999999999995,181.41,90.21,181.31040000000002
031891,Beet Promotion Kg,2.19,1.49,3.68,38.879999999999995,5.48,8.07,5.4832
053527,Bicamada Fruit Gel Mor 120G,2.11,4.25,17.0,38.879999999999995,72.25,35.9,72.25
045827,Big Chicken Loss Cheese 1Kg,15.45,29.99,7.0,38.879999999999995,209.93,108.16,209.92999999999998
046378,Big Chicken Perdigation Tradition 1Kg,16.98,29.99,8.0,38.879999999999995,239.92,135.82,239.92
077642,Big Tekitos Seara Oregano 900G Cheese,14.13,29.99,6.0,38.879999999999995,179.94,84.79,179.94
077641,Big Tekitos Seara Traditional 900G,10.78,15.87,17.0,7.63,8.26,183.21,269.83
072715,Bisc Oven Of Goias W/ Pepper 100G,2.94,6.99,7.0,38.879999999999995,48.93,20.58,48.93
072716,Bisc Oven Of Goias With 100G Cheese,2.94,6.99,12.0,38.879999999999995,83.88,35.29,83.88
059287,Cook Bish Boye Choc F.Propria Kg,15.67,45.0,2.08,38.879999999999995,93.78,32.66,93.60000000000001
024627,Cookies Cookies Neutral F.Propria Kg,15.8,45.0,0.82,38.879999999999995,36.9,12.96,36.9
024693,Roasted Cheese Cookie F.Propria Kg,7.27,26.73,26.79,38.879999999999995,716.12,194.74,716.0966999999999
024772,Fried Kg Cookie,5.89,23.73,17.4,38.879999999999995,412.85,102.46,412.902
024808,Peta Kg Cookie,15.5,35.01,25.59,38.879999999999995,895.94,396.66,895.9059
076031,Petyan Coconut 400G Cookie,2.13,5.99,135.0,38.879999999999995,808.79,287.15,808.65
066668,Suico Farias Kg Cookie,10.29,34.74,45.39,38.879999999999995,1577.16,467.15,1576.8486
075416,Sanitary Block+Floral Koala Support 3,3.32,7.69,1.0,38.879999999999995,7.69,3.32,7.69
075417,Sanitario Block+Supporting Lavender Koala 3,3.27,7.69,2.0,38.879999999999995,15.38,6.53,15.38
059263,Crack Cracker W/Goiab F.Propria Kg,5.33,40.0,1.21,38.879999999999995,48.24,6.43,48.4
036384,Kg Flavors Cracker,9.0,40.0,0.84,38.879999999999995,33.44,7.52,33.6
024672,Cookie Sequilhos Flavors Kg,7.97,40.0,0.39,38.879999999999995,15.76,3.14,15.600000000000001
060723,Bolinho Ana Maria Cob Choc 42G,1.13,3.09,15.0,38.879999999999995,46.32,16.97,46.349999999999994
066298,Bolinho Ana Maria Cob Napol 42G,1.13,2.99,4.0,38.879999999999995,11.96,4.52,11.96
060819,Dumpling Ana Maria Dule Choc 35G,1.13,2.99,4.0,38.879999999999995,11.96,4.52,11.96
002498,Bauducco Back Bauducco C/Cocc 40G,1.05,2.69,127.0,38.879999999999995,341.45,132.83,341.63
072385,Bauducco Cocc Cool W/ Vanilla 40G,1.12,2.87,46.0,38.879999999999995,132.17,51.66,132.02
055125,Bauducco Cocle Cocle 27Gr,0.91,2.49,15.0,38.879999999999995,37.35,13.63,37.35
026486,Bauducco Double Cool Choc 40G,1.07,2.74,84.0,38.879999999999995,230.07,90.22,230.16000000000003
074709,Bauducco Orange 40G,1.08,2.73,27.0,38.879999999999995,73.79,29.26,73.71
002534,Bauducco Strawberry 40G,1.04,2.66,52.0,38.879999999999995,138.5,53.97,138.32
055838,Bauducco Boel Roll Choc 34G,1.2,2.86,26.0,38.879999999999995,74.24,31.09,74.36
024709,Suico Boel F.Propria Kg,5.58,35.39,23.22,38.879999999999995,821.57,129.56,821.7558
057629,Pdc Chocolate Cake Kg,5.17,40.0,7.76,38.879999999999995,310.56,40.14,310.4
027710,Pineapple Cake Unit,0.88,6.0,31.06,38.879999999999995,186.37,27.33,186.35999999999999
054197,Pineapple Cake F.Propria Kg,5.93,40.0,2.91,38.879999999999995,116.56,17.28,116.4
057631,Carrot Cake Pdc Kg,2.46,40.0,6.98,38.879999999999995,279.28,17.21,279.20000000000005
024684,Red Kg Chocolate Cake,5.73,30.0,15.64,38.879999999999995,469.08,89.59,469.20000000000005
024711,Carrot Cake Red Kg,5.73,30.0,14.68,38.879999999999995,440.5,84.14,440.4
024710,Coconut Cake Red F Prop Kg,5.73,30.0,18.74,38.879999999999995,562.2,107.4,562.1999999999999
024824,Orange Cake Red F.Propria Kg,5.73,30.0,16.73,38.879999999999995,501.94,95.89,501.90000000000003
057665,Pdc Lime Cake Kg,6.0,40.0,3.35,38.879999999999995,134.16,20.12,134.0
024765,Red Kg Corn Cake,5.73,30.0,21.62,38.879999999999995,648.7,123.91,648.6
048129,Pot Cake Flavors 120G,3.0,7.49,4.0,38.879999999999995,29.96,12.0,29.96
061485,Cake F.Propria Chocolate Pump Kg,7.99,45.0,4.8,38.879999999999995,215.81,38.32,216.0
061484,F.Propria Felpuda Towel Kg,12.77,40.0,5.35,38.879999999999995,213.84,68.27,214.0
062286,Fabr Proble Cake (Promotion) 300G,3.29,8.76,275.22,38.879999999999995,2410.12,905.46,2410.9272
059206,F.Propria Kg Flood Cake,5.73,30.0,16.56,38.879999999999995,496.86,94.9,496.79999999999995
024675,Cake Mane Naked F.Propria Kg,4.49,40.0,10.67,38.879999999999995,426.76,47.9,426.8
054268,Mixed Cake Red F Propria Kg,5.73,30.0,15.11,38.879999999999995,453.42,86.6,453.29999999999995
064974,Pullman Orange Cake 250G,5.59,12.99,2.0,38.879999999999995,25.98,11.19,25.98
024567,Cake Strawberry Rocambole F.Propria Kg,7.68,33.37,10.36,38.879999999999995,345.78,79.58,345.7132
026152,Brigadeiro F.Propria Kg,8.79,50.0,4.87,38.879999999999995,243.7,42.84,243.5
040484,Shine Alum Lime Star 500Ml,1.61,3.92,66.0,38.879999999999995,258.44,106.39,258.71999999999997
026017,Shine Alumin Star Trad 500Ml,1.61,3.74,118.0,38.879999999999995,441.71,190.22,441.32000000000005
074454,Broa Carolina Kero More Paes Kg,12.81,49.99,3.04,38.879999999999995,151.97,38.93,151.9696
065515,Broa Doce Kero More Paes Kg,12.5,45.27,8.0,38.879999999999995,362.1,99.98,362.16
065514,Bera Temperado Kero More Paes Kg,12.5,40.63,9.06,38.879999999999995,368.03,113.2,368.10780000000005
001208,Brocolis Peca 200G,8.57,13.33,88.0,38.879999999999995,1173.07,754.5,1173.04
040639,Bovine Bucho Cubes Tray Kg,6.16,14.29,36.77,38.879999999999995,525.41,226.52,525.4433
039721,Bucho Bovino Cubes Vacuo Kg,6.16,14.29,26.1,38.879999999999995,372.92,160.76,372.969
024616,Bucho Bovino Kg,6.16,10.16,392.58,38.879999999999995,3989.08,2418.28,3988.6128
061831,Cake Maravilha F.Propria Kg,11.99,40.0,5.18,38.879999999999995,207.28,62.13,207.2
082741,Green Broth W/Pepperoni Congress 300,3.42,6.49,35.0,38.879999999999995,227.15,119.84,227.15
082653,Cooked Timeline Camponella 150G,5.33,9.99,27.0,38.879999999999995,269.73,143.94,269.73
069971,Cooked Whole License Maris 200G,8.0,15.99,18.0,38.879999999999995,287.82,144.02,287.82
082654,Camarao Without Ceok Camponella 3,16.01,31.99,8.0,38.879999999999995,255.92,128.09,255.92
029580,Capeletti Meat Massaleve 400G,6.97,14.99,6.0,38.879999999999995,89.94,41.82,89.94
029581,Capeletti Chicken Massaleve 400G,6.86,14.99,7.0,43.53,77.08,48.0,104.93
070347,Cappuc Ready 3Chop Chocolate 260,4.59,7.49,7.0,30.44,43.76,32.1,52.43
070346,Cappuc Ready 3Choracoes Classic 260Ml,4.58,7.49,4.0,30.44,43.76,18.34,29.96
070349,Cappuc Ready 3 260Ml Pinge,4.72,7.49,2.0,28.64,40.13,9.44,14.98
070350,Cappuc Ready 3Chorses Power Whey Ca,4.67,7.49,6.0,29.17,41.19,28.01,44.94
024543,Pie In Bulk Kg,11.24,19.75,17.89,43.06,75.62,201.17,353.3
024521,Cara In Bulk Kg,3.39,5.71,119.6,40.64,68.45,405.57,683.2
039719,Meat Acem W/Bone Tray Kg,17.69,25.29,23.7,30.05,42.97,419.22,599.35
024643,Meat Acem W/Bone Kg,18.78,19.22,933.0,-0.99,-0.98,17520.09,17933.46
024552,Meat Acem S/Bone Kg,25.79,29.57,559.44,11.64,13.18,14430.32,16542.74
045738,Meat Acem S/Bone Moida Tray Kg,26.11,38.99,156.65,33.03,49.33,4090.13,6107.83
039777,Rotatra Meat In Steak Bdj Kg,31.03,50.59,42.56,38.66,63.03,1320.61,2152.97
024598,Kg Rump Meat,27.42,40.16,566.8,30.78,44.46,15541.32,22763.85
061368,Rodtra Meat Pedaco Tray Kg,31.11,55.99,5.25,44.44,79.97,163.4,294.07
042230,Rump Meat Stroganof Tray Kg,31.01,55.99,0.96,44.62,80.56,29.71,53.64
039720,File Kg Cover Meat,20.57,31.16,138.06,32.06,47.19,2840.28,4302.35
024763,Meat Paloma Kg Cover,25.07,30.19,254.46,16.0,19.05,6378.5,7682.08
024636,Chambari Kg Meat,21.14,25.99,151.29,18.66,22.94,3198.27,3932.0
054189,Meat Against File Steak Bdj Kg,31.71,51.69,24.42,38.65,63.01,774.42,1262.36
024599,Meat Against File Kg,27.31,40.12,1150.25,30.82,44.55,31410.44,46147.24
040021,Meat Against File Pedaco Bdj Kg,31.71,51.68,1.29,38.64,62.98,40.91,66.67
042131,Meat Against File Stroganoff Tray K,31.71,51.69,2.5,38.65,63.01,79.34,129.33
024628,Front Rosta Kg,18.43,20.72,1108.42,8.0,8.7,20428.48,22961.55
040641,Bycle By Tray Tray K,16.21,27.49,34.31,41.03,69.59,556.13,943.14
024779,Gaucha Kg Costela Meat,16.21,22.35,1143.82,27.47,37.88,18541.29,25563.92
024604,P.A Kg Rib Meat,15.72,21.36,866.89,24.83,33.03,13628.32,18516.41
054191,Bedj Kg Hard Thigh Meat,27.48,45.0,43.32,38.93,63.76,1190.49,1949.49
054193,Hard Thigh In Diced Bdj Kg,27.48,44.99,11.92,38.93,63.73,327.67,536.51
024550,Hard Third Meat Kg,25.58,35.27,773.15,26.75,36.52,19777.75,27267.91
040752,Hard Thigh Meat Pedaco Bdj Kg,27.48,44.99,3.28,38.92,63.72,90.19,147.66
044504,Sixed Hard Shear Meat Kg,27.48,47.99,6.74,42.74,74.63,185.11,323.25
059720,Soft Thigh Beef Steak Bdj Kg,28.19,47.29,32.68,40.39,67.75,921.36,1545.63
054188,Soft Thigh Meat Stroganoff Bdj Kg,28.19,47.29,0.77,40.39,67.76,21.65,36.32
024597,Soft Thigh Meat Kg,27.7,37.0,1329.7,25.61,34.42,36833.0,49195.53
042358,Soft Thigh Meat Pedaco Bdj Kg,28.19,47.29,1.67,40.39,67.75,47.19,79.16
024741,Cupim Meat B Kg,26.2,33.89,84.09,12.13,13.81,2203.64,2849.85
024828,Terra Terra Grill Kg,34.69,52.08,46.62,25.22,33.72,1617.13,2427.99
024547,Kg -Free Termites Kg,29.97,41.54,57.06,18.02,21.97,1710.15,2370.39
034920,Kg Punch Meat,19.0,34.33,55.69,44.65,80.68,1058.19,1911.98
024811,Pan Meat,19.54,36.98,13.17,47.16,89.27,257.38,487.14
024658,File Mignon Kg Meat,33.79,46.34,257.48,26.82,36.64,8699.82,11930.97
024603,Kg,23.26,35.92,418.46,34.09,51.72,9733.12,15029.52
077575,Tempered Hamburger Meat Kg,26.11,30.99,7.04,15.75,18.69,183.87,218.24
053595,Meat Jerked Beef Diant Salg Friboi 500G,17.58,32.99,11.0,39.43,65.1,193.42,362.89
071392,Meat Jerked Beef Pa Salg Friboi 500G,15.62,32.99,1.0,46.2,85.86,15.62,32.99
039779,Bdj Kg Lizard Meat,28.99,43.99,38.14,34.1,51.74,1105.62,1677.7
024695,Kg Lizard Meat,27.79,32.52,381.53,14.12,16.44,10602.3,12408.72
039767,Meat Lizard Pedaco Bdj Kg,28.99,43.99,3.84,34.1,51.75,111.21,168.76
040642,Sixed Lizard Meat Kg,28.99,46.99,3.37,38.3,62.07,97.7,158.34
062636,Acem S/Bone Lombao Kg,26.11,28.43,304.5,8.15,8.88,7950.52,8656.17
024640,Bovino Lumbine Kg,23.48,25.74,1312.31,6.19,6.6,30816.03,33781.64
024611,Kg Rumpsate Meat,28.46,38.05,234.32,24.49,32.44,6669.16,8915.9
076298,Moved Meat Conga Chostela Friboi 180G,4.78,9.99,16.0,46.28,86.14,76.42,159.84
076402,Glied Meat Conga Picanha Friboi 180G,4.78,9.99,6.0,46.28,86.14,28.66,59.94
024554,Meat Muchiba Sebo Kg,8.26,9.0,38.82,2.72,2.8,320.65,349.36
024641,Front Musc Meat Kg,27.09,25.63,1087.17,-7.49,-6.97,29456.41,27866.43
024602,Rear Musc Meat Kg,20.43,26.47,690.6,22.18,28.49,14109.45,18282.3
054670,Special Front Muscle Bdj Kg,27.64,36.29,19.56,23.83,31.29,540.67,709.82
045516,Meat For Chur Cover Against File Vacuum Kg,23.96,37.99,0.94,36.93,58.56,22.43,35.56
057177,Meat For Chur Against File Vacuum Kg,31.71,46.99,26.49,32.52,48.19,839.93,1244.67
057231,Meat For Chur Costela Gaucha Vacuo Kg,16.21,24.99,5.09,35.13,54.17,82.44,127.1
039776,Meat For Chur Hard Thigh Vacuum Kg,27.48,40.99,16.64,32.96,49.17,457.16,681.92
039718,Bov Vacuo Kg Chur Full,26.07,41.99,8.92,37.91,61.07,232.49,374.47
040638,Meat For Bov Breast Chur Breast Kg,27.8,34.12,7.61,18.53,22.74,211.56,259.67
024553,Kg Palette,25.7,28.46,303.5,8.87,9.74,7799.03,8637.67
038865,Pedaco Bdj Kg,25.91,38.49,12.57,32.69,48.56,325.59,483.68
054674,Meat Paloma Steak Bdj Kg,32.01,42.89,38.61,25.37,33.99,1235.91,1655.96
054679,Paloma Meat In Cubes Bdj Kg,32.01,42.89,5.86,25.37,33.99,187.64,251.43
024551,Paloma Kg Meat,30.18,34.25,491.58,9.99,11.1,14837.88,16835.08
054190,Bdj Kg Bifes Duckling Meat,26.78,43.99,39.67,39.12,64.27,1062.39,1745.14
025602,Bdj Kg Special Duckling Meat,26.78,43.99,7.46,39.12,64.26,199.73,328.07
024564,Duckling Meat Stroganoff Bdj Kg,26.78,43.99,2.58,39.12,64.25,69.2,113.66
024600,Kg Duckling Meat,25.64,34.33,625.14,24.85,33.07,16031.24,21463.91
024601,Beef Beef Kg,26.6,29.07,861.11,5.76,6.11,22903.93,25036.02
039769,Beef Beef Serenado Kg,27.8,39.99,4.73,30.49,43.85,131.55,189.24
039789,Meat Chest Pedaco Bdj Kg,27.8,38.05,7.14,26.93,36.86,198.49,271.65
024570,Fison Kg Field,27.49,30.01,229.35,6.24,6.66,6305.88,6884.01
024631,Kg Picanha Meat,39.96,52.55,244.85,23.32,30.41,9783.73,12866.25
024569,Fucking Meat Kg,18.48,27.53,178.72,23.71,31.08,3302.78,4919.74
061551,Carre Suino Cong Kg,12.53,20.85,195.71,31.69,46.38,2453.21,4080.76
039754,Entire Cashew Nut Nuvita S/Sal Kg,53.01,120.0,3.73,42.09,72.69,197.71,447.6
039753,Chestnut From The Whole Nuvita S/Casca,60.16,136.99,3.56,45.62,83.9,214.0,487.26
082967,Caramelized Cashew Nuts Fruit From V,13.35,27.99,1.0,46.41,86.6,13.35,27.99
024520,Onion In Bulk Kg,2.25,3.07,4603.61,26.58,36.21,10367.01,14120.53
058068,Onion Tray Kg,2.27,4.59,68.68,50.58,102.34,155.67,314.97
047043,Onion Promocao Kg,2.26,1.49,6.68,-51.41,-33.96,15.07,9.95
027735,Onion Purple In Bulk Kg,5.52,8.96,97.73,38.47,62.51,539.0,875.95
081943,Onion Purple Tray Kg,5.46,9.74,4.69,43.94,78.37,25.62,45.69
024522,Carrot In Bulk Kg,2.71,3.97,1983.3,31.69,46.4,5381.13,7877.75
042300,Carrot Packed Kg,2.76,5.65,78.43,51.16,104.76,216.34,442.97
031405,Carrot Promotion Kg,2.9,1.63,55.38,-77.29,-43.59,160.5,90.53
004109,Yellow Ki-Joia Wax 750Ml,2.94,6.99,2.0,42.83,74.92,5.87,13.98
004110,Ki-Joia Colorless Wax 750Ml,3.23,6.99,39.0,37.12,59.02,126.02,272.61
004112,Ki-Joia Wax 750Ml,2.95,6.99,3.0,42.66,74.4,8.84,20.97
004111,Wax Ki-Joia 750Ml,3.23,6.99,23.0,37.19,59.21,74.22,160.77
004108,750Ml Red Ki-Joia Wax,3.24,6.99,24.0,36.88,58.43,77.83,167.76
072765,Wax Liquido Brightness Easily Casakm Colorless 750,8.28,16.99,6.0,33.71,50.85,49.67,101.94
080778,Wax Liquido Easy Gloss Casakm Red 750Ml,7.97,16.99,3.0,41.94,72.23,23.9,50.97
019882,Liquido Wax For Colorless English 60Ml,5.88,12.99,1.0,38.6,62.86,5.88,12.99
026673,Red English Paste 400G,17.32,36.99,1.0,37.85,60.9,17.32,36.99
005654,750Ml Yellow Policy Wax,2.85,5.99,1.0,38.08,61.5,2.85,5.99
016166,Incol 1.75Lt,7.7,12.99,3.0,35.12,54.13,23.09,38.97
011054,Green Polyrístri Wax 1.75Lt,7.7,12.99,3.0,35.12,54.13,23.09,38.97
005653,Green Polytrix Wax 750Ml,3.39,5.99,1.0,38.08,61.5,3.39,5.99
051457,Cerv Anarctica Subzero Lt 269Ml,2.24,2.56,42.0,12.55,14.35,94.16,107.68
062704,Cerv Bohemia Pure Malte Lt 269Ml,2.41,2.82,62.0,14.59,17.09,149.36,174.88
054676,Cerv Brahma Chopp Pilsen 350Ml Cx12X1,32.9,37.59,26.0,12.46,14.23,855.5,977.28
054668,Cerv Brahma Chopp Pilsen Lt 269Mlcx15X1,34.63,40.27,39.0,14.01,16.29,1350.68,1570.65
053444,Cerv Itaipava Pilsen Lt 269Ml Cx12X1,23.53,28.61,36.0,17.76,21.59,847.15,1030.08
074994,Original Antarctica Beer 269Ml Cx15X,41.16,48.6,36.0,15.31,18.08,1481.76,1749.6
062284,Amstel Lager Lata 269Ml Beer,2.63,2.84,402.0,7.37,7.96,1058.47,1142.7
062324,Amstel Lager Lata 269Ml Cx12 Beer,31.6,33.47,169.0,5.59,5.92,5339.72,5655.99
077177,Beer Amstel Lata Sleek 350Ml,2.98,3.31,789.0,9.96,11.06,2354.1,2614.46
077372,Beer Amstel Lata Sleek 350Ml Cx12X1,35.58,38.6,311.0,7.82,8.48,11065.24,12003.68
057468,Anarctica Lat 350Ml Cx12X1 Beer,32.9,38.17,133.0,13.79,15.99,4376.23,5076.14
068141,Original Antarctica Beer 269Ml,2.74,3.31,153.0,17.17,20.73,419.83,506.87
070831,Original Antarctica Beer Lt 350Ml,3.74,4.34,106.0,13.87,16.11,396.65,460.54
070832,Original Antarctica Beer Lt 350Ml Cx1,44.9,50.28,3.0,10.69,11.97,134.71,150.84
054644,Beer Antarctica Toothpick W/15 269Ml,35.73,42.36,109.0,15.66,18.56,3894.44,4617.43
045520,Antarctica Beer Pilsen Lat 350Ml,2.74,3.23,568.0,15.22,17.95,1557.46,1837.07
038147,Anarctica Beer Pilsen Lt 269Ml,2.39,2.88,409.0,17.26,20.86,975.56,1179.1
051853,Original Antartic Beer 600Ml,8.32,9.33,16.0,10.75,12.04,133.2,149.24
081075,Baden Ipa Massive Sleek Lt 350M Beer,4.08,5.08,9.0,19.62,24.41,36.74,45.71
079596,Baden Beer Pilsen Cristal Sleek Lt35,3.81,5.19,2.0,26.69,36.4,7.61,10.38
081076,Baden Witbier Coent/Laran Sleek Beer,4.45,5.19,3.0,14.3,16.68,13.34,15.57
002586,Pilsen Tin 350Ml Bavaria Beer,2.07,2.53,2050.0,18.35,22.47,4242.97,5196.23
063578,Bohemia Beer Can 269Ml Cx15X1,36.13,41.42,14.0,12.76,14.63,505.89,579.9
002585,Pure Bohemia Beer Malte Can 350Ml,2.91,3.48,62.0,16.37,19.57,180.3,215.58
061930,Pure Bohemia Beer Malt Can 350Ml C,34.9,41.82,19.0,16.55,19.83,663.02,794.52
001798,Brahma Beer Chopp Pilsen 350Ml,2.74,3.19,263.0,13.99,16.27,721.15,838.45
042132,Brahma Chopp Beer Pilsen Lt 269Ml,2.31,2.7,157.0,14.21,16.57,363.0,423.13
064358,Brahma Dp Malte Lt Sleek 350Ml,3.16,3.65,123.0,13.46,15.56,388.43,448.87
064373,Brahma Double Malte Can Brahma 350Ml C,37.9,43.08,10.0,12.03,13.68,378.96,430.8
039741,Brahma Zr/Alc 350Ml Beer,3.16,3.81,109.0,17.18,20.74,344.22,415.61
054643,Brahma Zr/Alc 350Ml Beer W/12,37.9,44.28,10.0,14.42,16.85,378.96,442.8
060619,Budweiser King 330Ml Cashier 6X1 Beer,26.99,31.14,2.0,13.33,15.38,53.98,62.28
059994,Budweiser King Beers 330Ml Beer,4.5,5.11,23.0,12.01,13.64,103.45,117.57
050107,Budweiser Pal Lat269Ml Beer,2.61,3.03,287.0,13.79,15.99,749.1,868.88
081040,Budweiser Pal Lat269Ml Cx15Un Beer,39.05,44.58,68.0,12.4,14.16,2655.6,3031.61
024771,Budweiser Sleek Beer 350Ml,3.32,3.91,116.0,15.06,17.73,385.08,453.36
072231,Budweiser Sleek Beer Can 350Ml Cx12,39.76,43.48,6.0,8.56,9.36,238.56,260.88
074647,Budweiser Zero Can 350Ml Beer,3.33,3.82,24.0,12.9,14.81,79.92,91.76
074659,Budweiser Zero Can 350Ml Cx/8,26.64,28.72,1.0,7.24,7.81,26.64,28.72
001805,Caracu Caracu 350Ml Beer,3.91,4.5,145.0,12.96,14.89,567.53,652.05
080572,Corona Corona Beer Sunbrew Long Nek,5.75,6.65,22.0,13.55,15.68,126.54,146.38
065918,Corona Extr L.Neck 330Ml Cx06X1 Beer,34.51,39.99,4.0,13.7,15.87,138.05,159.96
063287,Extra Long Neck 330Ml Corona Beer,5.75,6.55,39.0,12.17,13.86,224.33,255.41
051807,Extra L.Nec 210Ml Coronite Beer,4.0,4.66,71.0,14.33,16.73,283.65,331.09
065876,Extra L.Nec 210Ml Cx06 Coronite Beer,23.97,28.74,4.0,16.6,19.9,95.88,114.96
077748,Heineken Beer 0.0% Alcohol Tin Sleek 3,4.1,5.08,52.0,19.2,23.76,213.39,264.08
077751,Heineken Beer 0.0% Alcohol Tin Sleek 3,51.19,61.08,2.0,16.19,19.32,102.38,122.16
043724,Heineken Beer 600Ml,10.43,11.68,16.0,10.69,11.97,166.86,186.84
048089,Heineken Beer L Neck 250Ml,4.34,4.99,61.0,13.07,15.03,264.57,304.35
054665,Heineken Beer L Neck C12 250Ml,52.05,60.48,2.0,13.94,16.2,104.1,120.96
054699,Heineken Beer L.Neck 330Ml Cx06X1,83.74,38.37,60.0,22.48,29.0,5024.66,2302.2
073395,Heineken Beer Can 269Ml,3.58,4.04,22.0,11.41,12.88,78.65,88.78
073470,Heineken Beer Can 269Ml Cx/8X1,28.6,32.13,45.0,11.0,12.35,1287.0,1446.0
077090,Heineken Beer Sleek 350Ml,4.26,5.02,176.0,15.21,17.94,749.23,883.64
077063,Heineken Beer Sleek 350Ml Cx12U,51.27,58.38,130.0,12.18,13.87,6664.64,7588.8
050043,Beer Heineken Long Neck 330Ml,14.29,6.63,122.0,25.3,33.87,1743.76,808.28
066318,Heineken Beer Zero Long Neck 330Ml,5.75,6.74,40.0,14.63,17.13,230.0,269.4
073460,Heineken Beer Zero Long Neck 330Ml C,34.5,39.84,4.0,13.4,15.48,138.0,159.36
079723,Beer Imperio Gold Long Neck 330Ml,4.1,5.17,34.0,20.68,26.07,139.33,175.66
072681,Lager Lager Cere 269Ml Beer,2.56,3.09,8.0,16.99,20.47,20.52,24.72
064477,Lager Later 350Ml Impery Beer,2.88,3.59,49.0,19.81,24.7,141.07,175.91
064496,Lager Lager Lata 350Ml Cx12X1 Beer,34.55,41.28,4.0,16.31,19.49,138.19,165.12
076606,Imperio Lager Long Neck 355Ml Beer,3.57,4.49,10.0,20.56,25.88,35.67,44.9
065214,Pilsen Lata 269Ml Beer,2.13,2.79,1.0,23.76,31.17,2.13,2.79
064476,Pilsen Lata 350Ml Imperio Beer,2.46,2.98,205.0,17.54,21.27,503.89,611.05
064494,Pilsen Lata Imperio Beer 350Ml Cx12X1,29.5,34.68,57.0,14.95,17.58,1681.27,1976.76
074688,Ultra Long Neck 275Ml Imperio Beer,3.57,4.79,1.0,25.53,34.29,3.57,4.79
044495,Itaipava Beer 0.0% Lat350Ml,2.64,3.19,47.0,17.27,20.88,124.03,149.93
060848,Itaipava Beer 0.0% Cx12X1 Lat350Ml,31.67,38.28,1.0,17.27,20.88,31.67,38.28
071906,Itaipava Malzbier Ln 330Ml Beer,3.61,3.99,10.0,9.45,10.43,36.13,39.9
071975,Beer Itaipava Malzbier Ln 330Ml Cx06U,21.68,23.94,1.0,9.45,10.43,21.68,23.94
054671,Itaipava Beer Pils Can 350Ml Cx12,26.7,30.11,240.0,11.32,12.76,6408.0,7225.75
043967,Beer Itaipava Pilsen Lata 350Ml,2.23,2.65,734.0,16.06,19.13,1633.15,1945.57
043965,Beer Itaipava Pilsen Lt 269Ml,1.96,2.41,81.0,18.58,22.82,158.84,195.09
043964,Beer Itaipava Pilsen Lt 473Ml,3.12,3.49,3.0,10.52,11.75,9.37,10.47
045981,Beer Itaipava Premium Tin 350Ml,2.52,2.87,24.0,12.15,13.83,60.41,68.76
071333,Itaipava Beer Zero Alc Ln 330Ml,3.51,3.78,11.0,7.09,7.63,38.64,41.59
044841,Lokal Bier Lat350Ml Beer,1.89,2.25,882.0,16.13,19.24,1664.33,1984.52
044496,Petra Petra Premium Lat350Ml Beer,3.68,4.19,10.0,12.24,13.95,36.77,41.9
072620,Long Neck 330Ml Dark Petra Beer,3.98,5.06,11.0,21.39,27.2,43.78,55.69
060024,Petra Orig P Malte 350Ml Cx12X1 Beer,32.4,36.32,27.0,10.8,12.11,874.8,980.76
060640,Petra Orig P Malte Lt 269Ml,2.07,2.69,2.0,23.12,30.08,4.14,5.38
059913,Petra Orig P Malte Lt 350Ml Beer,2.71,3.1,82.0,12.73,14.59,222.06,254.46
060672,Petra Beer Origin P Malte 269Ml Cx 12,24.82,32.28,10.0,23.12,30.08,248.16,322.8
075870,Pure Pilsen 269Ml Beer,1.86,2.45,16.0,24.04,31.64,29.81,39.24
076590,Pure Pilsen 269Ml Cx12X1 Beer,22.36,27.48,4.0,18.65,22.92,89.42,109.92
072680,Pure Pilsen 350Ml Beer,2.25,2.74,165.0,17.98,21.93,371.25,452.65
