Code,Description,Unit_Cost,Unit_Price,Unit_Profit,Amount_Sold,Margin%,Total_Cost,Total_Sale,Total_Profit,Month,Year
24586,Silver Banana In Bulk Kg,2.84,4.5,1.66,5310.09,36.85,15103.64,23917.51,8813.87,7,2024
56007,Silver Banana Promocao Kg,2.4,1.77,-0.63,26.27,-35.82,63.13,46.48,-16.65,7,2024
24519,Banana Terra In Bulk Kg,7.35,11.63,4.28,327.58,36.83,2407.47,3810.99,1403.52,7,2024
67033,Suina Suina Food Leader 600G,10.66,18.99,8.33,12.0,23.64,127.91,227.88,99.97,7,2024
67034,800G Lider Switches,14.19,24.99,10.8,6.0,22.77,85.12,149.94,64.82,7,2024
79621,Sadia Sádia 1Kg,6.51,14.99,8.48,1.0,40.96,6.51,14.99,8.48,7,2024
70829,Swine Sadia 500G,4.13,7.99,3.86,4.0,35.98,16.52,31.96,15.44,7,2024
10708,Barge Cyanamid/Fort Dodge 20Ml,3.75,6.99,3.24,3.0,46.35,11.25,20.97,9.72,7,2024
24515,Sweet Potato In Bulk Kg,0.81,1.18,0.37,2986.32,31.33,2429.11,3537.23,1108.12,7,2024
77698,White Sweet Potatoes In Bulk Kg,2.84,3.11,0.27,2.08,8.62,5.9,6.46,0.56,7,2024
74328,Potato Crinkle Stick Well Brazil 1.05Kg,13.66,30.89,17.23,5.0,44.57,68.28,154.45,86.17,7,2024
44631,Potato Potato More Potatoes 2Kg,18.49,26.86,8.37,241.0,14.79,4455.33,6473.54,2018.21,7,2024
44724,Potato Potato Plus Potatoes 400G,4.4,8.99,4.59,26.0,33.37,114.48,233.74,119.26,7,2024
69778,Potato Potato More Potatoes Well Brazil 1.5,12.49,27.99,15.5,55.0,39.3,686.9,1539.45,852.55,7,2024
51293,Potato Toothpick Pre Fried Conga Boua 2Kg,19.52,34.99,15.47,23.0,31.41,448.89,804.77,355.88,7,2024
44298,Potato Toothpick Pre Fried Cong Boua 400G,4.12,8.99,4.87,49.0,37.71,201.73,440.51,238.78,7,2024
67948,Potato Toothpick Pre Fried Congress 400G,5.03,9.99,4.96,31.0,37.71,155.81,309.69,153.88,7,2024
79724,Hortmix 300G Parsley Potato,7.0,11.99,4.99,6.0,41.62,42.0,71.94,29.94,7,2024
24514,Potato In Bulk Kg,5.84,7.63,1.79,3356.31,23.44,19599.84,25599.37,5999.53,7,2024
66185,Potatoes Packed Kg,5.66,4.22,-1.44,4.19,-33.96,23.7,17.69,-6.01,7,2024
22878,Potato Offer Kg,6.08,4.99,-1.09,30.82,-21.87,187.39,153.77,-33.62,7,2024
76221,Ag04 Alkaline Battery,0.63,2.39,1.76,1.0,66.78,0.63,2.39,1.76,7,2024
77887,Gimex Cr2025 3V Battery Batterie,0.68,1.99,1.31,4.0,54.77,2.71,7.96,5.25,7,2024
78989,Alfacell Cr2016 Un Battery,0.75,1.99,1.24,1.0,50.05,0.75,1.99,1.24,7,2024
73916,Elgin Energy Battery Act27,3.23,7.99,4.76,2.0,49.99,6.46,15.98,9.52,7,2024
25231,Panassonic Alcal 9V Sm Battery,7.81,19.99,12.18,1.0,46.87,7.81,19.99,12.18,7,2024
2222,Baby Awaits Canninha (29) 600Ml,3.91,8.99,5.08,1.0,34.32,3.91,8.99,5.08,7,2024
3112,Baby Awaits Canninha (51) 965Ml,6.56,13.47,6.91,75.0,30.13,491.75,1010.47,518.72,7,2024
7266,Baby Awaits Canninha/Sep 600Ml,3.9,6.99,3.09,7.0,30.1,27.31,48.93,21.62,7,2024
40701,Baby Espera 88 Old Cesar 965Ml,5.66,13.99,8.33,18.0,38.92,101.89,251.82,149.93,7,2024
69446,Baby Espeed Canine Jamel 910Ml Pet,6.76,11.99,5.23,4.0,30.18,27.04,47.96,20.92,7,2024
16851,Baby Espeed Canine Jamel 965Ml,7.49,14.99,7.5,3.0,38.13,22.48,44.97,22.49,7,2024
58761,Baby Espeed Canine Jamel Gold 900Ml,7.17,15.99,8.82,1.0,32.36,7.17,15.99,8.82,7,2024
28675,Baby Espeed Pitu 600Ml,6.25,9.99,3.74,3.0,31.1,18.74,29.97,11.23,7,2024
6038,Baby Espeed Pitu 965Ml,8.82,14.99,6.17,6.0,35.14,52.94,89.94,37.0,7,2024
68709,Baby Espeed Ypioca Lima-Lemon 1Lt,10.24,22.99,12.75,1.0,32.8,10.24,22.99,12.75,7,2024
38101,Baby Espeed Ypioca Our Straw 965Ml,19.0,39.99,20.99,1.0,28.27,19.0,39.99,20.99,7,2024
3114,Baby Baby (29) Pet 500Ml,2.2,4.49,2.29,38.0,29.54,83.68,170.62,86.94,7,2024
64859,Baby Banana Banana 900Ml,19.46,39.99,20.53,1.0,39.08,19.46,39.99,20.53,7,2024
7267,Baby Brandy Caninha Sert 970Ml,4.31,9.99,5.68,20.0,34.83,86.25,199.8,113.55,7,2024
7268,Baby Cho Rita 600Ml,4.0,6.99,2.99,3.0,29.11,12.01,20.97,8.96,7,2024
7269,Baby Brandy Cries Rita 490Ml,1.97,3.99,2.02,31.0,33.19,61.0,123.69,62.69,7,2024
73686,Black Stone Pocket Pet 200,3.81,7.49,3.68,7.0,38.84,26.66,52.43,25.77,7,2024
11971,Baby Arguad Baiano 500Ml,2.01,3.99,1.98,4.0,37.72,8.03,15.96,7.93,7,2024
6400,Baby Record Marac 900Ml,7.95,18.99,11.04,1.0,36.81,7.95,18.99,11.04,7,2024
6401,Baby Round Mor 900Ml,10.28,18.99,8.71,1.0,34.18,10.28,18.99,8.71,7,2024
24184,Baby Birinight Ice Lemon 1Lt,4.15,8.99,4.84,12.0,37.47,49.74,107.88,58.14,7,2024
5848,Berinight Ice Lemon 375Ml,2.29,4.39,2.1,7.0,33.19,16.02,30.73,14.71,7,2024
53183,Bitter Bitter Sangalo 1Lt,14.04,34.69,20.65,5.0,49.31,70.21,173.45,103.24,7,2024
77640,Bitter Bitter Sangalo Pockep Pet 200Ml,3.94,8.99,5.05,2.0,50.13,7.89,17.98,10.09,7,2024
64745,Baby Cachaca Cabare Amburana 700Ml,25.1,43.99,18.89,2.0,19.6,50.2,87.98,37.78,7,2024
59233,Baby Cachaca Cabare Silver 700Ml,19.48,35.99,16.51,1.0,21.37,19.48,35.99,16.51,7,2024
50762,Baby Cachaca Select 600Ml,17.11,39.99,22.88,1.0,35.43,17.11,39.99,22.88,7,2024
70979,Baby Cachaca Select 700Ml,26.82,46.99,20.17,1.0,29.35,26.82,46.99,20.17,7,2024
38509,Baby Cachaca Ypioca S/Pal Our 965Ml,12.49,20.99,8.5,6.0,27.63,74.96,125.94,50.98,7,2024
1765,Baby Campari 900Ml,40.29,68.99,28.7,1.0,28.99,40.29,68.99,28.7,7,2024
79017,Baby Campari 998Ml,41.79,75.99,34.2,6.0,31.91,250.76,455.94,205.18,7,2024
9897,Baby Country Caninha 500Ml,1.67,3.99,2.32,27.0,36.82,45.09,107.73,62.64,7,2024
75336,Baby Wine Pergo Red Suav Pet 1.47Lt,13.42,24.99,11.57,18.0,33.8,241.47,449.82,208.35,7,2024
44475,Baby Pergola Pergola Tinto Soft 1L,12.34,24.99,12.65,52.0,39.09,641.78,1299.48,657.7,7,2024
47921,Baby Pergo Wine Tint Soft 2L,19.86,44.99,25.13,1.0,45.55,19.86,44.99,25.13,7,2024
44304,Baby Pergola Red Soft Pergola 750Ml,7.99,19.99,12.0,9.0,50.69,71.94,179.91,107.97,7,2024
46095,Pergola Tt Sc 750Ml Baby Baby,7.99,17.99,10.0,6.0,45.21,47.96,107.94,59.98,7,2024
60198,Baby Wine Q Morg White Dry 1Lt,12.72,21.99,9.27,2.0,28.64,25.45,43.98,18.53,7,2024
69515,Baby Wine Q Morg Reserv Cab Sec 750Ml,14.45,27.99,13.54,1.0,35.51,14.45,27.99,13.54,7,2024
69516,Baby Wine Q Morg Reserv Mer Sec 750Ml,14.45,27.99,13.54,1.0,35.51,14.45,27.99,13.54,7,2024
57523,Baby Wine Q Morgado Boss Dry 2Lt,24.31,39.99,15.68,6.0,25.03,145.86,239.94,94.08,7,2024
42387,Baby Wine Q Morgado Boad Sv 750Ml,10.82,17.99,7.17,6.0,25.85,64.9,107.94,43.04,7,2024
42384,Baby Wine Q Morgado White Suav 750Ml,8.24,14.49,6.25,4.0,29.87,32.96,57.96,25.0,7,2024
50834,Baby Wine Q Morgado Fante Tto Sv 1L,12.72,22.99,10.27,11.0,31.75,139.96,252.89,112.93,7,2024
42385,Baby Wine Q Morgado Rose Sv 750Ml,8.9,15.99,7.09,3.0,31.34,26.71,47.97,21.26,7,2024
42386,Baby Wine Q Morgado Tt Sv 2Lt,23.42,39.99,16.57,4.0,27.78,93.67,159.96,66.29,7,2024
76664,Baby Wine Quinta Morgado Bco Smooth 245,4.3,8.99,4.69,4.0,40.27,17.2,35.96,18.76,7,2024
49502,Baby Wine Quinta Morgado Bord/Sv 1Lt,13.18,22.99,9.81,10.0,29.32,131.77,229.9,98.13,7,2024
76663,Baby Wine Quinta Morgado M Soft 2,4.85,8.99,4.14,2.0,33.46,9.7,17.98,8.28,7,2024
49505,Baby Wine Quinta Morgado Seco 750Ml,8.9,15.99,7.09,2.0,31.34,17.8,31.98,14.18,7,2024
49504,Baby Wine Quinta Morgado Smooth 245Ml,4.7,8.49,3.79,3.0,31.73,14.1,25.47,11.37,7,2024
49507,Baby Wine Quinta Morgado Tint/Bord 750,10.16,19.99,9.83,5.0,37.31,50.81,99.95,49.14,7,2024
60208,Baby Wine Quinta Morgado Red Dry 1L,11.78,20.99,9.21,2.0,30.79,23.56,41.98,18.42,7,2024
40634,Baby Wine Quinta Morgado Tint Soft 7,8.9,15.05,6.15,16.0,27.07,142.43,240.85,98.42,7,2024
72028,Baby Quinta Rio Grande Wine Wine,10.07,25.99,15.92,1.0,39.21,10.07,25.99,15.92,7,2024
40280,Baby Wine Saint Germ Tint Assembly 7,10.96,19.99,9.03,1.0,32.12,10.96,19.99,9.03,7,2024
43569,Baby Wine Saint Germain Assemblage Bran,10.89,20.99,10.1,1.0,34.92,10.89,20.99,10.1,7,2024
39801,Baby Wine Saint Germain Tint Suav 750Ml,11.1,21.99,10.89,1.0,37.52,11.1,21.99,10.89,7,2024
39802,Baby Wine Blood Boi Tint 4Lt,38.8,69.99,31.19,2.0,30.59,77.59,139.98,62.39,7,2024
1788,Baby Blood Blood Boi Tto Suav 750Ml,6.53,16.99,10.46,5.0,42.02,32.63,84.95,52.32,7,2024
53170,Baby Wine Blood Dry Ox 750Ml,6.34,14.99,8.65,5.0,36.16,31.7,74.95,43.25,7,2024
72773,Baby Villa Campestre Cast Frani Ti,17.27,32.99,15.72,1.0,35.43,17.27,32.99,15.72,7,2024
72774,Baby Villa Campestre Cast Ital Tint S,14.8,34.99,20.19,3.0,36.15,44.4,104.97,60.57,7,2024
72257,Baby Vodka Kriskof Apple 900Ml,6.04,12.99,6.95,3.0,29.87,18.11,38.97,20.86,7,2024
72254,Baby Vodka Kriskof Tridevidilated 900Ml,6.7,15.54,8.84,11.0,34.93,73.66,170.89,97.23,7,2024
12919,Baby Vodka Orloff 1Lt,15.6,36.99,21.39,3.0,36.36,46.79,110.97,64.18,7,2024
62572,Baby Vodka Rajska 1Lt,9.89,18.99,9.1,4.0,36.65,39.56,75.96,36.4,7,2024
7265,Baby Vodka Rustoff 970Ml,4.9,11.99,7.09,6.0,38.28,29.41,71.94,42.53,7,2024
70253,Baby Vodka Rustoff Black 970Ml,4.76,11.99,7.23,1.0,40.03,4.76,11.99,7.23,7,2024
54863,Baby Vodka Rustoff Frut/Rx 970Ml,5.38,11.99,6.61,1.0,43.7,5.38,11.99,6.61,7,2024
43916,Baby Vodka Rustoff Lemon 970Ml,4.48,11.99,7.51,5.0,43.62,22.39,59.95,37.56,7,2024
40631,Baby Vodka Rustoff Marac 970Ml,5.38,11.99,6.61,1.0,43.7,5.38,11.99,6.61,7,2024
61673,Baby Vodka Rustoff Prime 960Ml,10.08,18.32,8.24,3.0,31.13,30.23,54.97,24.74,7,2024
47392,Baby Vodka Rustoff Red Fruit 970Ml,4.59,11.99,7.4,7.0,42.2,32.14,83.93,51.79,7,2024
48408,Baby Whiskey Black Gold W/Glass 1Lt,10.03,19.99,9.96,14.0,24.26,140.42,279.86,139.44,7,2024
51357,Baby Whisky Black Stone Gold W/Cop 1Lt,18.9,29.99,11.09,3.0,24.22,56.69,89.97,33.28,7,2024
49510,Baby Whiskey Black Stone Honey 1Lt,13.92,28.99,15.07,3.0,45.44,41.75,86.97,45.22,7,2024
4293,Baby Whiskey Chancellor 1Lt,8.73,20.99,12.26,3.0,37.21,26.19,62.97,36.78,7,2024
17043,Beb Whisky J Walker Red 8 Years 1Lt,61.28,104.99,43.71,1.0,29.04,61.28,104.99,43.71,7,2024
1434,Beb Whisky Natu Nobilis 1Lt,24.81,44.99,20.18,1.0,31.73,24.81,44.99,20.18,7,2024
53772,Baby Whisky Old Pair 12 Years 750Ml,78.19,125.99,47.8,1.0,24.56,78.19,125.99,47.8,7,2024
20102,Baby Whisky Old Parr 12 Years 1Lt,74.39,167.99,93.6,2.0,33.16,148.77,335.98,187.21,7,2024
36074,Baby Whiskey Passport 1Lt,26.85,59.99,33.14,3.0,32.44,80.56,179.97,99.41,7,2024
51597,Baby Whisky White Horse 500Ml,29.42,52.99,23.57,1.0,31.27,29.42,52.99,23.57,7,2024
25571,Baby Wisky Buchanans 12 Years 1Lt,110.57,199.99,89.42,1.0,31.55,110.57,199.99,89.42,7,2024
76419,Baby Syrup Kaly Lemon For 700Ml Drinks,29.48,49.99,20.51,1.0,26.99,29.48,49.99,20.51,7,2024
76420,Baby Syrup Kaly Apple Green 700Ml,28.84,49.99,21.15,2.0,28.57,57.69,99.98,42.29,7,2024
79229,Beef Burger Bov W/ Friboi Bacon 120G,2.08,4.49,2.41,29.0,42.74,60.23,130.21,69.98,7,2024
54218,Kiss Manufacturing Itself Kg,12.9,31.96,19.06,0.2,60.48,2.58,6.52,3.94,7,2024
79746,Hortmix 400G Eggplant,3.16,5.49,2.33,16.0,42.4,50.6,87.84,37.24,7,2024
24691,Beetraba In Bulk Kg,2.64,4.2,1.56,613.04,37.13,1620.69,2577.7,957.01,7,2024
53527,Bicamada Fruit Gel Mor 120G,2.11,3.99,1.88,22.0,39.85,46.46,87.78,41.32,7,2024
45827,Big Chicken Loss Cheese 1Kg,15.44,29.99,14.55,10.0,35.08,154.44,299.9,145.46,7,2024
46378,Big Chicken Perdigation Tradition 1Kg,15.73,29.99,14.26,3.0,35.08,47.18,89.97,42.79,7,2024
77641,Big Tekitos Seara Traditional 900G,12.93,19.99,7.06,1.0,11.98,12.93,19.99,7.06,7,2024
72715,Bisc Oven Of Goias W/ Pepper 100G,3.14,6.99,3.85,5.0,42.78,15.68,34.95,19.27,7,2024
72716,Bisc Oven Of Goias With 100G Cheese,3.23,6.99,3.76,9.0,42.78,29.08,62.91,33.83,7,2024
59287,Cook Bish Boye Choc F.Propria Kg,15.69,26.99,11.3,2.9,41.94,45.51,78.38,32.87,7,2024
24627,Cookies Cookies Neutral F.Propria Kg,15.83,30.0,14.17,2.48,47.33,39.25,74.52,35.27,7,2024
24693,Roasted Cheese Cookie F.Propria Kg,7.27,26.99,19.72,22.43,66.65,163.03,605.4,442.37,7,2024
24772,Fried Kg Cookie,5.89,25.0,19.11,13.8,76.44,81.31,345.1,263.79,7,2024
24808,Peta Kg Cookie,2.23,5.12,2.89,153.38,56.53,341.57,785.7,444.13,7,2024
76270,Petyan Coconut 2Kg Cookie,13.22,21.99,8.77,19.0,39.88176443838108,251.21,417.81,166.6,7,2024
76031,Petyan Coconut 400G Cookie,2.67,5.13,2.46,89.0,47.95321637426901,237.44,456.57,219.13,7,2024
72421,Petyan Coconut 750G Cookie,5.03,9.99,4.96,15.0,49.649649649649646,75.51,149.85,74.34,7,2024
66668,Suico Farias Kg Cookie,10.42,33.38,22.96,35.13,68.78370281605751,366.19,1172.6394000000005,806.45,7,2024
75417,Sanitario Block+Supporting Lavender Koala 3,3.32,7.69,4.37,3.0,56.82704811443434,9.96,23.07,13.11,7,2024
75414,Block Sant Refill Choala Citrus/Lavan 30G,3.4,6.99,3.59,2.0,51.35908440629471,6.79,13.98,7.19,7,2024
75415,Block Sant Refill Floral Coala/Lavan 30G,3.73,8.59,4.86,4.0,56.57741559953434,14.93,34.36,19.43,7,2024
59263,Crack Cracker W/Goiab F.Propria Kg,5.33,25.0,19.67,8.71,78.68,46.41,217.75000000000003,171.34,7,2024
36384,Kg Flavors Cracker,8.99,30.0,21.01,3.43,70.03333333333333,30.85,102.9,72.05,7,2024
60723,Bolinho Ana Maria Cob Choc 42G,1.08,2.79,1.71,32.0,61.29032258064516,34.4,89.28,54.88,7,2024
66298,Bolinho Ana Maria Cob Napol 42G,1.05,2.79,1.74,15.0,62.36559139784946,15.74,41.85,26.11,7,2024
60819,Dumpling Ana Maria Dule Choc 35G,0.96,2.79,1.83,13.0,65.59139784946237,12.43,36.27,23.84,7,2024
69528,Bolinho Ana Maria Trad Choc 35G,1.28,2.79,1.51,15.0,54.12186379928316,19.25,41.85,22.6,7,2024
2498,Bauducco Back Bauducco C/Cocc 40G,0.82,2.49,1.67,50.0,67.0682730923695,41.2,124.5,83.3,7,2024
75676,Baolinho Bauducco Baunulha W/Choc 40G C,13.18,39.84,26.66,2.0,66.91767068273093,26.37,79.68,53.31,7,2024
72385,Bauducco Cocc Cool W/ Vanilla 40G,0.82,2.49,1.67,29.0,67.0682730923695,23.9,72.21000000000001,48.31,7,2024
55125,Bauducco Cocle Cocle 27Gr,0.87,2.49,1.62,1.0,65.06024096385542,0.87,2.49,1.62,7,2024
26486,Bauducco Double Cool Choc 40G,0.82,2.49,1.67,90.0,67.0682730923695,74.16,224.1,149.94,7,2024
74709,Bauducco Orange 40G,0.82,2.49,1.67,14.0,67.0682730923695,11.54,34.86,23.32,7,2024
2534,Bauducco Strawberry 40G,0.82,2.49,1.67,56.0,67.0682730923695,46.14,139.44,93.3,7,2024
24709,Suico Boel F.Propria Kg,5.58,25.0,19.42,25.13,77.68,140.2,628.25,488.05,7,2024
57629,Pdc Chocolate Cake Kg,5.17,30.0,24.83,7.14,82.76666666666667,36.92,214.2,177.28,7,2024
54197,Pineapple Cake F.Propria Kg,5.92,30.0,24.08,2.2,80.26666666666667,13.02,66.0,52.98,7,2024
57631,Carrot Cake Pdc Kg,2.26,30.0,27.74,6.57,92.46666666666668,14.88,197.1,182.22,7,2024
24684,Red Kg Chocolate Cake,5.73,30.0,24.27,15.56,80.89999999999999,89.17,466.8,377.63,7,2024
24711,Carrot Cake Red Kg,5.73,30.0,24.27,14.77,80.89999999999999,84.63,443.1,358.47,7,2024
43644,Bdj Kg Chocolate Cake,6.19,32.99,26.8,1.03,81.23673840557744,6.38,33.9797,27.6,7,2024
24710,Coconut Cake Red F Prop Kg,5.73,30.0,24.27,11.71,80.89999999999999,67.12,351.3,284.18,7,2024
24824,Orange Cake Red F.Propria Kg,5.73,29.99,24.26,19.8,80.89363121040346,113.43,593.802,480.37,7,2024
57665,Pdc Lime Cake Kg,6.0,25.0,19.0,5.79,76.0,34.75,144.75,110.0,7,2024
24765,Red Kg Corn Cake,5.73,30.0,24.27,12.56,80.89999999999999,71.96,376.8,304.84,7,2024
61485,Cake F.Propria Chocolate Pump Kg,7.99,45.0,37.01,10.14,82.24444444444444,81.03,456.3,375.27,7,2024
61484,F.Propria Felpuda Towel Kg,12.76,40.0,27.24,7.13,68.10000000000001,91.0,285.2,194.2,7,2024
62286,Fabr Proble Cake (Promotion) 300G,3.29,5.99,2.7,699.66,45.075125208681136,2301.87,4190.9634,1889.09,7,2024
59206,F.Propria Kg Flood Cake,5.73,30.0,24.27,15.38,80.89999999999999,88.1,461.4,373.3,7,2024
54196,Tingle Cake Pedaco Kg,9.53,30.0,20.47,0.38,68.23333333333333,3.62,11.4,7.78,7,2024
24675,Cake Mane Naked F.Propria Kg,4.49,30.0,25.51,13.5,85.03333333333333,60.63,405.0,344.37,7,2024
54268,Mixed Cake Red F Propria Kg,5.73,30.0,24.27,14.75,80.89999999999999,84.49,442.5,358.01,7,2024
64973,Pullman Chocolate Cake 250G,5.09,11.99,6.9,4.0,57.54795663052544,20.35,47.96,27.61,7,2024
64975,Pullman Frape Cake 250G,5.38,11.99,6.61,2.0,55.12927439532944,10.76,23.98,13.22,7,2024
64972,Pullman Cake Chocolate Drops 250G,5.38,11.99,6.61,2.0,55.12927439532944,10.77,23.98,13.21,7,2024
64974,Pullman Orange Cake 250G,5.0,11.99,6.99,7.0,58.29858215179316,35.02,83.93,48.91,7,2024
26152,Brigadeiro F.Propria Kg,8.8,33.0,24.2,1.27,73.33333333333333,11.18,41.91,30.73,7,2024
40484,Shine Alum Lime Star 500Ml,1.46,2.79,1.33,63.0,47.67025089605735,92.23,175.77,83.54,7,2024
26017,Shine Alumin Star Trad 500Ml,1.46,2.8,1.34,98.0,47.85714285714285,143.47,274.4,130.93,7,2024
65515,Broa Doce Kero More Paes Kg,12.5,48.23,35.73,6.94,74.08252125233257,86.73,334.7162,247.99,7,2024
65514,Bera Temperado Kero More Paes Kg,12.49,47.4,34.91,6.09,73.64978902953587,76.08,288.666,212.59,7,2024
64643,Frozen Brocolis Boua 300G,4.08,4.49,0.41,1.0,-0.89,4.08,4.49,0.41,7,2024
1208,Brocolis Peca 200G,5.28,7.89,2.61,151.0,33.07984790874524,797.5,1191.39,393.89,7,2024
40639,Bovine Bucho Cubes Tray Kg,4.4,9.29,4.89,69.82,52.6372443487621,307.22,648.6277999999999,341.41,7,2024
39721,Bucho Bovino Cubes Vacuo Kg,4.41,9.99,5.58,1.18,55.85585585585585,5.2,11.7882,6.59,7,2024
24616,Bucho Bovino Kg,4.4,8.03,3.63,405.91,45.20547945205479,1786.0,3259.4573,1473.46,7,2024
61831,Cake Maravilha F.Propria Kg,11.99,40.0,28.01,6.97,70.02499999999999,83.55,278.8,195.25,7,2024
77933,Whole Gray License Coz Conga Boua 20,7.99,15.99,8.0,9.0,50.03126954346466,71.93,143.91,71.98,7,2024
69971,Cooked Whole License Maris 200G,7.27,12.23,4.96,43.0,40.55600981193786,312.61,525.89,213.28,7,2024
77978,Cappuc Ready 3Corac Pow Whey Doce Le,4.39,7.99,3.6,9.0,45.05632040050063,39.52,71.91,32.39,7,2024
70347,Cappuc Ready 3Chop Chocolate 260,4.75,7.99,3.24,12.0,40.550688360450565,57.02,95.88,38.86,7,2024
70346,Cappuc Ready 3Choracoes Classic 260Ml,4.75,7.99,3.24,7.0,40.550688360450565,33.26,55.93,22.67,7,2024
70349,Cappuc Ready 3 260Ml Pinge,4.77,7.99,3.22,2.0,40.30037546933668,9.54,15.98,6.44,7,2024
77977,Cappuc Ready 3Choractions Pow Whey Coo,4.39,7.99,3.6,8.0,45.05632040050063,35.13,63.92,28.79,7,2024
24543,Pie In Bulk Kg,14.99,26.97,11.98,5.78,44.41972562106044,86.63,155.8866,69.26,7,2024
24521,Cara In Bulk Kg,3.15,5.06,1.91,145.35,37.74703557312253,457.9,735.4709999999999,277.57,7,2024
39719,Meat Acem W/Bone Tray Kg,12.33,19.58,7.25,62.12,37.02757916241062,765.85,1216.3095999999998,450.46,7,2024
24643,Meat Acem W/Bone Kg,11.37,15.02,3.65,889.87,24.300932090545945,10121.53,13365.8474,3244.32,7,2024
24552,Meat Acem S/Bone Kg,18.7,23.21,4.51,665.5,8.46,12442.67,15446.82,3004.15,7,2024
45738,Meat Acem S/Bone Moida Tray Kg,20.33,36.79,16.46,119.13,44.7404185920087,2421.51,4382.7927,1961.28,7,2024
39777,Rotatra Meat In Steak Bdj Kg,21.23,41.38,20.15,38.7,48.69502174963751,821.48,1601.4060000000002,779.93,7,2024
24598,Kg Rump Meat,20.14,32.61,12.47,679.51,38.23980374118368,13683.17,22158.8211,8475.65,7,2024
42230,Rump Meat Stroganof Tray Kg,21.25,41.38,20.13,3.59,48.64668922184631,76.3,148.5542,72.25,7,2024
24582,Kg Bovine Bovine Biste,22.14,33.99,11.85,2.5,34.863195057369815,55.35,84.97500000000001,29.63,7,2024
39720,File Kg Cover Meat,14.59,24.44,9.85,116.43,40.30278232405893,1698.24,2845.5492000000004,1147.31,7,2024
24763,Meat Paloma Kg Cover,16.68,23.51,6.83,241.58,29.051467460655044,4030.4,5679.545800000001,1649.15,7,2024
24636,Chambari Kg Meat,15.21,21.51,6.3,225.53,29.288702928870293,3429.47,4851.1503,1421.68,7,2024
54189,Meat Against File Steak Bdj Kg,22.11,42.59,20.48,59.27,48.08640525945058,1310.21,2524.3093000000003,1214.1,7,2024
24599,Meat Against File Kg,20.78,34.77,13.99,912.39,40.23583549036525,18955.46,31723.800300000003,12768.34,7,2024
40021,Meat Against File Pedaco Bdj Kg,22.1,41.38,19.28,5.48,46.59255679072015,121.09,226.76240000000004,105.67,7,2024
42131,Meat Against File Stroganoff Tray K,22.12,42.59,20.47,4.01,48.062925569382486,88.69,170.7859,82.1,7,2024
24628,Front Rosta Kg,12.75,17.14,4.39,1066.22,25.612602100350063,13598.73,18275.0108,4676.28,7,2024
40641,Bycle By Tray Tray K,9.59,22.98,13.39,54.5,58.2680591818973,522.74,1252.41,729.67,7,2024
24779,Gaucha Kg Costela Meat,9.59,18.07,8.48,945.98,46.92861095738794,9073.88,17093.8586,8019.98,7,2024
24604,P.A Kg Rib Meat,10.65,16.47,5.82,901.83,35.33697632058287,9602.88,14853.1401,5250.26,7,2024
54191,Bedj Kg Hard Thigh Meat,20.15,37.99,17.84,39.22,46.95972624374837,790.36,1489.9678,699.61,7,2024
54193,Hard Thigh In Diced Bdj Kg,20.14,37.99,17.85,7.68,46.9860489602527,154.69,291.7632,137.07,7,2024
24550,Hard Third Meat Kg,18.48,28.98,10.5,1062.56,36.231884057971016,19640.49,30792.9888,11152.5,7,2024
59720,Soft Thighbeef Steak Bdj Kg,20.98,39.19,18.21,35.67,46.46593518754784,748.39,1397.9073,649.52,7,2024
54188,Soft Thigh Meat Stroganoff Bdj Kg,20.95,40.0,19.05,2.27,47.625,47.55,90.8,43.25,7,2024
24597,Soft Thigh Meat Kg,19.06,30.26,11.2,1306.47,37.012557832121615,24899.16,39533.7822,14634.62,7,2024
24741,Cupim Meat B Kg,18.67,30.08,11.41,18.26,37.93218085106382,340.99,549.2608,208.27,7,2024
24828,Kg Grill Thermin Meat,31.59,53.99,22.4,17.05,41.48916466012225,538.58,920.5295,381.95,7,2024
24547,Kg -Free Termites Kg,26.3,45.03,18.73,9.35,41.594492560515214,245.91,421.0305,175.12,7,2024
34920,Kg Punch Meat,19.0,33.67,14.67,59.58,43.569943569943575,1132.1,2006.0586,873.96,7,2024
24811,Pan Meat,19.54,30.0,10.46,13.63,34.86666666666667,266.29,408.9,142.61,7,2024
24657,Meat Finger Kg,4.85,29.99,25.14,36.28,83.8279426475492,175.87,1088.0372,912.17,7,2024
40020,Bdj Kg Salted Dehydrated Meat,25.24,42.99,17.75,3.19,41.28867178413585,80.53,137.1381,56.61,7,2024
24658,File Mignon Kg Meat,24.05,39.62,15.57,265.84,39.29833417465925,6394.76,10532.580799999998,4137.82,7,2024
40637,File Mignon Meat Medal Tray Kg,26.09,49.49,23.4,1.63,47.282279248333,42.53,80.6687,38.14,7,2024
40985,File Mignon Strogonoff Meat,26.09,49.49,23.4,1.61,47.282279248333,42.01,79.67890000000001,37.67,7,2024
24603,Kg,18.0,29.76,11.76,349.64,39.51612903225807,6292.94,10405.2864,4112.35,7,2024
77575,Tempered Hamburger Meat Kg,20.32,30.99,10.67,13.55,34.43046143917392,275.39,419.9145,144.52,7,2024
53595,Meat Jerkedbeef Diant Salg Friboi 500G,13.9,26.99,13.09,10.0,48.49944423860688,139.04,269.9,130.86,7,2024
